698,50,0,50,50,50,30,30,40,40,5,
698,50,0,50,50,50,30,30,40,40,5,
698,50,0,50,50,50,30,30,40,40,5,
697,51,0,50,50,50,30,30,40,40,5,
697,52,0,50,50,50,30,30,40,40,5,
697,52,0,50,50,50,30,30,40,40,5,
697,52,0,50,50,50,30,30,40,40,5,
697,52,0,50,50,50,30,30,40,40,5,
697,53,0,50,50,50,30,30,40,40,5,
696,54,0,50,51,50,30,30,40,40,5,
696,55,0,50,51,50,30,30,40,40,5,
696,57,0,50,51,50,30,30,40,40,5,
696,57,0,50,51,50,30,30,40,40,5,
695,58,0,50,51,50,30,30,40,40,5,
695,59,0,50,51,50,30,30,40,41,5,
695,60,0,50,51,50,31,30,40,41,5,
695,60,0,50,51,50,31,30,39,41,5,
694,60,0,50,51,50,31,30,39,41,5,
693,61,0,50,51,51,31,30,41,41,5,
693,62,0,51,52,52,33,31,41,43,5,
693,62,0,53,52,52,34,32,42,44,5,
693,62,0,53,52,52,34,32,41,44,5,
693,62,0,53,52,52,34,32,41,44,5,
693,62,0,54,52,51,35,33,42,46,5,
692,62,0,54,52,50,35,33,41,46,5,
693,62,0,53,52,50,34,33,41,46,5,
693,64,0,56,52,50,34,34,39,50,5,
692,65,0,58,52,52,33,35,39,51,5,
691,67,0,58,52,52,33,35,39,51,5,
691,68,0,59,53,52,34,35,38,53,5,
691,68,0,60,53,53,33,35,39,54,5,
691,69,0,60,54,53,33,34,39,54,5,
688,71,0,61,54,54,32,36,39,54,5,
688,74,0,65,54,54,33,37,36,55,5,
687,75,0,66,54,54,33,38,34,55,5,
686,74,0,66,54,54,33,38,34,55,5,
686,76,0,68,55,54,33,41,35,56,6,
685,75,0,68,55,54,33,43,35,56,6,
684,77,0,67,55,55,33,44,35,57,6,
684,77,0,67,55,55,33,44,33,57,6,
684,77,0,67,55,55,33,44,32,57,6,
683,78,0,69,58,55,35,44,32,57,6,
682,80,0,69,59,55,34,46,31,58,6,
682,81,0,70,59,55,34,46,31,58,6,
681,81,0,70,58,56,34,45,32,58,6,
681,81,0,70,57,56,33,45,32,58,6,
681,82,0,75,57,58,34,48,32,60,6,
681,80,0,76,57,60,34,49,33,60,6,
681,80,0,76,57,60,34,49,33,60,6,
681,80,0,80,57,62,34,52,33,60,6,
681,80,0,80,57,65,33,52,32,60,6,
681,80,0,82,57,64,35,54,30,60,6,
681,80,0,82,58,65,35,54,29,60,6,
681,80,0,82,58,65,36,55,29,60,6,
681,79,0,82,57,63,35,55,29,60,6,
681,79,0,83,57,67,37,55,29,65,7,
681,79,0,85,57,67,37,57,29,66,7,
681,79,0,85,57,69,38,57,28,67,7,
681,78,0,85,56,69,38,57,28,67,7,
679,80,0,87,55,69,38,58,28,67,7,
679,80,0,87,55,70,38,58,28,67,7,
679,78,0,86,54,70,39,58,27,67,7,
679,77,0,86,54,71,41,58,26,67,7,
678,77,0,86,53,70,40,58,26,67,7,
676,75,0,88,53,70,40,60,24,68,7,
676,75,0,90,53,71,40,63,22,68,7,
674,75,0,92,52,73,40,63,22,67,7,
674,77,0,94,52,73,39,65,22,66,7,
673,77,0,94,52,73,39,66,19,66,9,
673,78,0,94,51,74,37,67,18,66,9,
673,76,0,95,51,75,35,68,17,66,9,
673,76,0,97,51,75,35,69,17,66,9,
673,76,0,97,51,76,34,69,17,66,9,
673,73,0,98,51,77,35,72,16,65,9,
673,72,0,99,50,80,35,72,16,65,9,
672,72,0,100,49,81,35,73,16,65,9,
672,72,0,101,48,84,35,73,15,65,9,
671,72,0,101,47,84,35,73,15,65,8,
671,73,0,103,47,86,35,73,14,65,8,
671,72,0,103,46,86,36,73,14,65,8,
671,72,0,106,47,86,36,75,13,65,8,
671,72,0,106,46,86,36,75,13,65,8,
671,71,0,106,46,86,36,75,13,65,8,
671,70,0,106,45,86,36,75,13,65,8,
671,69,0,110,45,90,36,77,13,65,8,
671,69,0,110,46,91,36,78,12,65,8,
670,70,0,112,46,94,34,80,12,65,8,
670,70,0,112,46,94,34,83,12,65,8,
670,71,0,112,46,95,33,83,12,65,8,
670,71,0,113,46,96,31,84,12,65,8,
670,71,0,114,46,96,31,84,12,65,8,
670,68,0,114,46,97,31,85,12,65,8,
670,67,0,115,47,98,29,87,12,65,8,
670,65,0,117,47,98,29,88,11,65,8,
670,65,0,117,48,98,29,88,12,65,8,
669,65,0,118,48,98,28,88,12,66,8,
668,67,0,118,48,99,27,89,12,66,8,
668,66,0,118,48,99,26,89,11,66,8,
667,66,0,120,48,99,24,90,11,66,8,
667,64,0,120,49,99,23,90,10,67,8,
658,64,0,121,49,100,22,89,10,66,8,
