486,63,0,121,47,100,20,87,10,65,9,
461,63,0,122,46,100,19,87,10,64,9,
473,62,0,123,46,100,19,88,10,64,9,
492,62,0,124,46,100,19,88,10,64,9,
487,60,0,124,45,100,17,88,9,64,9,
485,60,0,124,45,100,15,88,9,64,9,
485,61,0,125,46,100,15,94,9,65,9,
499,60,0,125,45,100,14,97,9,65,10,
500,60,0,125,46,100,15,98,8,65,10,
522,60,0,126,47,102,13,99,8,65,10,
548,60,0,127,46,103,12,99,7,65,10,
546,58,0,127,46,103,11,99,7,65,10,
545,58,0,126,46,104,10,99,7,65,10,
569,57,0,127,46,104,10,99,7,65,10,
568,56,0,129,46,105,9,99,8,65,10,
568,56,0,129,46,105,9,98,8,65,10,
568,57,0,129,46,105,9,98,9,65,10,
568,56,0,129,46,105,9,97,9,65,10,
567,57,0,130,47,106,9,97,10,65,10,
567,57,0,129,47,106,9,97,10,65,10,
567,57,0,131,47,106,9,97,10,64,10,
595,55,0,131,47,105,9,97,10,64,10,
594,55,0,132,47,108,9,97,10,64,11,
616,55,0,132,46,108,9,97,10,63,11,
616,56,0,133,44,110,9,97,10,63,11,
616,55,0,132,42,110,9,97,10,63,11,
615,55,0,133,42,110,9,98,10,63,11,
640,54,0,136,42,112,9,98,10,63,11,
665,54,0,139,42,112,9,98,10,63,11,
687,54,0,139,42,112,9,98,10,63,11,
687,54,0,138,43,113,9,98,10,63,11,
710,52,0,138,44,114,9,98,9,63,11,
731,52,0,138,44,114,9,98,9,63,11,
731,52,0,141,43,114,9,98,9,63,11,
730,51,0,142,43,115,9,98,9,62,11,
751,51,0,144,44,115,9,98,10,62,11,
751,51,0,145,43,115,9,99,10,62,11,
774,50,0,146,43,115,9,99,10,62,11,
774,50,0,147,42,115,8,99,10,62,11,
787,49,0,147,41,115,7,98,10,62,11,
787,49,0,147,41,117,7,99,10,62,11,
787,48,0,147,40,117,7,99,10,62,11,
787,47,0,148,41,117,6,99,10,62,11,
801,46,0,150,41,117,6,100,10,62,11,
801,46,0,151,41,117,6,100,10,61,11,
823,46,0,151,40,117,6,100,10,60,11,
850,46,0,152,40,118,6,100,10,60,11,
871,44,0,152,41,118,6,100,10,60,11,
870,43,0,153,41,118,6,100,10,60,11,
870,42,0,154,41,118,6,100,10,60,11,
893,41,0,157,40,118,6,100,10,60,11,
893,41,0,157,40,118,6,100,10,59,10,
910,41,0,159,39,118,6,100,10,59,10,
931,41,0,159,39,118,6,100,9,59,10,
951,41,0,160,38,118,6,100,8,57,10,
974,40,0,159,38,118,6,100,7,57,9,
994,40,0,159,38,119,6,100,7,58,8,
994,40,0,160,39,119,6,100,7,58,8,
1010,38,0,162,39,119,6,100,8,58,8,
1026,37,0,162,41,119,6,100,8,57,7,
1025,36,0,162,41,119,6,100,7,58,6,
1024,34,0,162,40,119,6,100,7,58,6,
1037,34,0,162,39,121,6,100,7,59,6,
1036,32,0,163,39,122,6,100,7,59,6,
1036,32,0,162,38,124,6,100,7,58,6,
1056,32,0,162,38,124,6,100,7,58,6,
1073,31,0,163,38,124,6,100,7,58,5,
1091,31,0,163,38,124,6,100,7,58,5,
1091,30,0,163,38,124,6,100,7,57,4,
1091,29,0,163,38,124,6,100,7,57,4,
1091,30,0,164,38,124,7,100,7,57,4,
1113,30,0,165,38,124,7,100,7,57,4,
1113,29,0,164,37,124,7,100,8,57,4,
1131,27,0,165,39,124,7,100,8,57,4,
1147,25,0,168,38,124,7,100,8,56,4,
1161,26,0,168,38,124,7,100,8,55,4,
1183,26,0,168,36,124,7,100,8,55,4,
1183,26,0,170,36,125,7,101,8,55,4,
1183,26,0,170,36,125,7,101,8,55,4,
1183,26,0,170,35,126,7,101,8,55,4,
1182,26,0,169,35,127,7,101,9,55,4,
1206,26,0,169,35,127,7,101,9,55,4,
1206,26,0,169,35,127,7,101,9,55,4,
1206,26,0,170,34,127,7,101,9,55,4,
1221,26,0,173,33,128,7,101,9,55,4,
1240,26,0,174,33,128,7,101,8,55,4,
1239,26,0,174,31,128,7,101,8,55,4,
1239,26,0,175,31,131,7,101,8,55,4,
1259,25,0,175,31,131,7,101,8,55,4,
1259,26,0,175,31,132,7,102,8,55,4,
1273,25,0,175,31,132,7,102,8,55,4,
1292,24,0,177,31,133,7,104,8,55,4,
1310,23,0,177,32,134,6,105,8,55,4,
1311,23,0,177,32,134,6,105,8,56,4,
1328,23,0,177,32,134,6,105,8,56,4,
1328,23,0,177,32,135,6,105,8,56,4,
1355,23,0,179,32,136,6,105,7,56,4,
1369,23,0,179,32,136,6,105,6,56,4,
1369,21,0,179,30,136,6,105,6,56,4,
1368,20,0,182,28,137,6,106,5,55,4,
1380,18,0,184,26,140,6,106,5,56,4,
1393,16,0,186,25,141,6,107,4,56,4,
1385,16,0,186,25,142,6,108,4,56,4,
1383,16,0,189,25,142,6,109,3,56,4,
1372,15,0,191,25,143,7,109,3,57,3,
1363,13,0,191,25,143,7,109,3,57,3,
1362,13,0,193,23,145,7,109,3,57,3,
1362,13,0,193,22,147,7,111,3,57,3,
1370,10,0,193,23,148,7,112,3,57,3,
1366,10,0,194,22,149,7,112,3,57,3,
1374,10,0,194,21,149,7,112,3,56,3,
1358,10,0,194,20,154,7,112,3,56,3,
1371,9,0,196,17,154,7,113,3,56,3,
1390,8,0,197,17,155,7,113,3,56,3,
1380,8,0,197,17,155,6,113,3,56,3,
1396,8,0,197,15,155,6,113,3,56,3,
1394,8,0,197,15,155,5,113,3,56,4,
1421,8,0,197,16,155,6,113,3,56,4,
1421,8,0,197,17,156,6,113,3,56,4,
1421,8,0,196,17,156,6,113,3,56,4,
1421,8,0,196,17,157,8,113,3,56,4,
1420,8,0,196,16,158,8,113,3,56,4,
1430,8,0,196,15,158,7,113,3,56,4,
1423,8,0,196,15,157,7,113,3,56,4,
1412,8,0,197,15,157,9,113,3,56,4,
1400,8,0,197,16,156,8,113,3,56,4,
1398,10,0,197,16,157,8,113,3,56,4,
